NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 03, 1974                                                                                    
ORIGIN TIME (Local)        :  09:21:00                                                                                            
LATITUDE                   :  -12.50                                                                                              
LONGITUDE                  :  -77.98                                                                                              
DEPTH (km)                 :  13.00                                                                                               
MAGNITUDE                  :  6.6 mb                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  09:21:00
NUMBER OF SAMPLES          :      4899
MAXIMUM ACCELERATION       :   -194.21    180.09    100.30
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         11.0800          3.5987          3.9719         35.2662
         11.1000        -38.4083         -7.3441         -6.6628
         11.1200        -58.2373        -50.4881        -51.9888
         11.1400        -19.5463       -108.9451        -27.5048
         11.1600         20.8917       -125.5991         16.4322
         11.1800         38.1027        -90.6751          5.3932
         11.2000         91.2327        -67.7011          1.9782
         11.2200        131.9077        -80.3621         24.9022
         11.2400        110.4707        -64.1081          5.6882
         11.2600         31.3107        -19.8991         -9.0798
         11.2800        -51.6343         29.0549          2.1252
         11.3000        -71.6533         70.5079        -34.2378
         11.3200        -84.1313         73.5769        -64.0348
         11.3400       -138.6143         76.3769         -9.8418
         11.3600       -145.1263         46.1939         12.0532
         11.3800        -42.5783         -7.8131        -37.2278
         11.4000         32.2527         -8.1581        -14.8168
         11.4200          6.6647         18.7299         33.5712
         11.4400         -4.9513         40.1749         10.4172
         11.4600         34.1407         43.4929        -31.7018
         11.4800         49.6007         20.9569        -28.3068
         11.5000          0.4837         -7.1781         -6.8328
         11.5200        -44.6293        -33.4781        -15.7358
         11.5400         -5.3483        -45.0241        -15.4888
         11.5600         28.3037        -19.0541         33.8402
         11.5800          4.5497         30.0649         35.5622
         11.6000         -1.4943         79.9659         -3.6218
         11.6200         21.4007         76.4939          9.5262
         11.6400         54.1927         17.8749         15.7102
         11.6600         62.4077        -46.9591          6.2202
         11.6800          2.6357        -82.3191          6.7832
         11.7000        -31.3833        -69.2111          1.8832
         11.7200         27.2557        -45.5991        -13.1398
         11.7400         73.9857        -49.5341        -14.4078
         11.7600         51.4257        -55.5911         44.4792
         11.7800          3.6597        -40.5051         72.4542
         11.8000         -1.8453        -21.9291         40.3002
         11.8200         32.2047          0.4069         22.5662
         11.8400         51.6237         29.9799          8.7302
         11.8600         29.6757         56.3369          4.6202
         11.8800        -13.7763         44.6189        -15.6768
         11.9000        -37.6173          5.4929         18.3322
         11.9200        -16.2683        -14.1531         50.3562
         11.9400         26.6717         15.7559         25.2072
         11.9600         17.8377         63.9209          4.8722
         11.9800        -22.9163         72.3339        -34.5588
         12.0000        -49.4043         37.4609        -52.7938
         12.0200        -73.7923         -9.8921        -14.8858
         12.0400        -17.3933        -54.8321         34.7762
         12.0600         52.6707       -104.8751         -2.9588
         12.0800         61.4027        -79.7631        -42.6618
         12.1000          7.1687         23.2499        -10.8908
         12.1200        -56.6713         25.0579         27.4622
         12.1400        -36.4603        -58.8801         19.6872
         12.1600         11.3057        -46.9111        -15.8288
         12.1800        -21.3113         23.6889        -49.2338
         12.2000        -48.6463         76.3409        -60.5308
         12.2200        -64.7283         45.2299        -15.3038
         12.2400       -110.2213        -16.4151         22.7082
         12.2600       -114.9033         -5.9901         45.1622
         12.2800        -57.0963         14.7749         65.1962
         12.3000         56.6947         14.8479         46.0762
         12.3200        130.1777          7.0069         27.9562
         12.3400         93.9717         -9.7781         24.6352
         12.3600         32.3717        -50.5461          2.5132
         12.3800         62.9627        -40.8131         -7.6628
         12.4000         86.3737         19.6949        -14.9198
         12.4200         81.3657          7.3419        -39.2218
         12.4400        130.7077        -24.8281        -41.4838
         12.4600        140.6787          6.5779        -22.8448
         12.4800         43.7937         18.4139          2.2572
         12.5000         -2.2383        -28.4031         26.7772
         12.5200         69.7707        -18.6041         32.7062
         12.5400        148.4427         50.3889         33.3632
         12.5600        157.0507         67.3769         33.9102
         12.5800         72.8067         15.5509         16.3762
         12.6000        -21.9763         -4.4751        -15.7308
         12.6200        -74.1343         41.6039        -32.7188
         12.6400       -111.0263         83.7339        -27.5358
         12.6600       -120.4763         77.5879        -26.2038
         12.6800        -98.9483         56.0859         10.0332
         12.7000        -77.0473         53.0839         41.0372
         12.7200        -66.1953          6.7879         23.8732
         12.7400        -53.2113        -55.1131         31.9252
         12.7600          9.6367        -44.3061         36.2712
         12.7800         58.2967          3.2949          4.8262
         12.8000          4.7107         -2.5331        -16.1138
         12.8200        -76.2583        -58.8741        -13.8348
         12.8400        -94.4393        -63.6501        -41.9888
         12.8600         -9.0843        -16.2581        -56.2338
         12.8800         29.2737          2.8989         11.3962
         12.9000        -41.1483         13.8359         39.2222
         12.9200        -86.7763         29.3559         11.3612
         12.9400        -88.7283          5.8559         -9.4918
         12.9600        -29.2073        -25.6821        -26.2568
         12.9800         33.1687        -63.7401         -3.6668
         13.0000         25.8027        -88.7161         13.0372
         13.0200         -5.0423        -49.7691         14.9942
         13.0400         19.4787         18.2759         17.8982
         13.0600         65.0307         22.0279         -5.6108
         13.0800         28.8797         17.5779        -15.5928
         13.1000         -3.1633         57.5389         -6.8428
         13.1200         18.1547         46.3179         11.8222
         13.1400         24.9367         -1.3961         14.6402
         13.1600         -2.7393        -27.4671         19.9062
         13.1800        -20.2713        -38.5271         15.7392
         13.2000        -15.1833        -43.6941        -18.8438
         13.2200        -35.2463        -20.5631         -3.7988
         13.2400        -24.4363         20.7159          9.6022
         13.2600         24.2277         37.9639          9.9452
         13.2800         34.7687          7.6829         57.0162
         13.3000          9.7317        -31.0641         66.3422
         13.3200        -16.6043        -22.6261         26.9332
         13.3400        -33.5533         11.7229         15.3982
         13.3600        -49.9333         29.3559          8.2382
         13.3800         -4.6843         37.1039         -3.6908
         13.4000         62.0047         15.8219         -0.3948
         13.4200         49.4897         -2.6701         -1.0118
         13.4400          5.7347         -4.2721         -9.9948
         13.4600        -13.0343         -7.9101        -11.3638
         13.4800        -14.6393          2.4959        -17.2208
         13.5000        -36.4043          8.1129         -4.3178
         13.5200        -90.0383          9.7499         28.7402
         13.5400        -89.8223         12.1249          1.4072
         13.5600        -37.8623        -13.3721        -50.9378
         13.5800         44.6887        -19.4351        -39.1048
         13.6000         69.9617        -15.9241          4.1182
